,Suburb_id,Suburb,Postcode,LGA,City,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
1898,1898,Kent Town,5067,City of Norwood Payneham St Peters,Adelaide,Café,Theme Park Ride / Attraction,Stadium,Motel,Winery,Electronics Store,Wine Bar,Restaurant,Australian Restaurant,
1899,1899,Keswick,5035,City of West Torrens,Adelaide,Furniture / Home Store,Café,Rental Car Location,Business Service,Paper / Office Supplies Store,Sporting Goods Shop,,,,
1900,1900,Kidman Park,5025,City of Charles Sturt,Adelaide,Skate Park,Basketball Stadium,Café,,,,,,,
1901,1901,Kilburn,5084,City of Port Adelaide Enfield,Adelaide,Pub,,,,,,,,,
1902,1902,Kilkenny,5009,City of Charles Sturt,Adelaide,Bus Station,Juice Bar,Pizza Place,Movie Theater,Fast Food Restaurant,Gym,Supermarket,Vietnamese Restaurant,,
1903,1903,Kings Park,5034,City of Unley,Adelaide,Sushi Restaurant,Sandwich Place,Supermarket,Gym,Department Store,Pharmacy,Thrift / Vintage Store,,,
1904,1904,Kingston Park,5049,City of Holdfast Bay,Adelaide,Train Station,Harbor / Marina,Campground,Park,,,,,,
1905,1905,Kingswood,5062,City of Mitcham,Adelaide,Health & Beauty Service,Soccer Field,Athletics & Sports,,,,,,,
1906,1906,Klemzig,5087,City of Port Adelaide Enfield,Adelaide,Japanese Restaurant,Bakery,Pizza Place,Italian Restaurant,,,,,,
1907,1907,Kudla,5115,Town of Gawler,Adelaide,,,,,,,,,,
1908,1908,Kurralta Park,5037,City of West Torrens,Adelaide,Playground,Gym / Fitness Center,,,,,,,,
1909,1909,Largs Bay,5016,City of Port Adelaide Enfield,Adelaide,Train Station,Pharmacy,Café,,,,,,,
1910,1910,Largs North,5016,City of Port Adelaide Enfield,Adelaide,Train Station,Wings Joint,Café,Bus Stop,,,,,,
1911,1911,Leabrook,5068,City of Burnside,Adelaide,Movie Theater,Pizza Place,Playground,Bakery,Vietnamese Restaurant,Indian Restaurant,Pub,Supermarket,Shopping Mall,Café
1912,1912,Linden Park,5065,City of Burnside,Adelaide,Pizza Place,Café,Arts & Crafts Store,,,,,,,
1913,1913,Lockleys,5032,City of West Torrens,Adelaide,Café,,,,,,,,,
1914,1914,Lonsdale,5160,City of Onkaparinga,Adelaide,Train Station,Miscellaneous Shop,Other Repair Shop,,,,,,,
1915,1915,Lower Mitcham,5062,City of Mitcham,Adelaide,,,,,,,,,,
1916,1916,Lynton,5062,City of Mitcham,Adelaide,Train Station,Wine Bar,Australian Restaurant,Scenic Lookout,,,,,,
1917,1917,Magill,5072,"City of Campbelltown, South Australia, City of Burnside",Adelaide,Chinese Restaurant,Fried Chicken Joint,Pizza Place,Bakery,Gym / Fitness Center,Greek Restaurant,Liquor Store,Thai Restaurant,Supermarket,Pub
1918,1918,Malvern,5061,City of Unley,Adelaide,Bakery,Tech Startup,Café,,,,,,,
1919,1919,Manningham,5086,City of Port Adelaide Enfield,Adelaide,Deli / Bodega,Wine Shop,Business Service,,,,,,,
1920,1920,Mansfield Park,5012,City of Port Adelaide Enfield,Adelaide,Tanning Salon,Pizza Place,Asian Restaurant,Grocery Store,,,,,,
1921,1921,Marden,5070,City of Norwood Payneham St Peters,Adelaide,Supermarket,Pizza Place,Shopping Mall,Gym,Chinese Restaurant,Seafood Restaurant,Pharmacy,Liquor Store,Fast Food Restaurant,Asian Restaurant
1922,1922,Marino,5049,City of Marion,Adelaide,Train Station,,,,,,,,,
1923,1923,Marion,5043,City of Marion,Adelaide,Park,Train Station,Trail,Lake,,,,,,
1924,1924,Marleston,5033,City of West Torrens,Adelaide,Café,Pet Store,Athletics & Sports,Thai Restaurant,Fish Market,Sandwich Place,,,,
1925,1925,Marryatville,5068,City of Norwood Payneham St Peters,Adelaide,Movie Theater,Pizza Place,Bakery,Vietnamese Restaurant,Indian Restaurant,Pub,Supermarket,Shopping Mall,Café,Asian Restaurant
1926,1926,Maslin Beach,5170,City of Onkaparinga,Adelaide,,,,,,,,,,
1927,1927,Mawson Lakes,5095,City of Salisbury,Adelaide,Café,Italian Restaurant,Sandwich Place,Chinese Restaurant,Greek Restaurant,Asian Restaurant,Pizza Place,Bakery,Pub,
1928,1928,Maylands,5069,City of Norwood Payneham St Peters,Adelaide,Fabric Shop,Pub,Gym,Paper / Office Supplies Store,Café,,,,,
1929,1929,Medindie,5081,Town of Walkerville,Adelaide,Hotel,,,,,,,,,
1930,1930,Melrose Park,5039,City of Mitcham,Adelaide,Furniture / Home Store,Kids Store,Fast Food Restaurant,Pet Store,,,,,,
1931,1931,Mile End,5031,City of West Torrens,Adelaide,Italian Restaurant,Thai Restaurant,Grocery Store,Bakery,Japanese Restaurant,Pizza Place,Supermarket,Fried Chicken Joint,Dance Studio,Burger Joint
1932,1932,Mile End South,5031,City of West Torrens,Adelaide,Football Stadium,Café,Rental Car Location,Furniture / Home Store,Go Kart Track,Shoe Store,Big Box Store,,,
1933,1933,Millswood,5034,City of Unley,Adelaide,Dessert Shop,Indie Movie Theater,Korean Restaurant,Market,Playground,Supermarket,,,,
1934,1934,Mitcham,5062,City of Mitcham,Adelaide,Resort,Park,Scenic Lookout,,,,,,,
1935,1935,Mitchell Park,5043,City of Marion,Adelaide,Furniture / Home Store,Automotive Shop,Paper / Office Supplies Store,,,,,,,
1936,1936,Moana,5169,City of Onkaparinga,Adelaide,Motel,Yoga Studio,Café,Beach,,,,,,
1937,1937,Modbury,5092,City of Tea Tree Gully,Adelaide,Gym,Pizza Place,Department Store,Snack Place,Fast Food Restaurant,Sandwich Place,Video Game Store,Thai Restaurant,Shopping Mall,Pub
1938,1938,Modbury Heights,5092,City of Tea Tree Gully,Adelaide,Home Service,Shopping Mall,Jewelry Store,Snack Place,Grocery Store,,,,,
1939,1939,Modbury North,5092,City of Tea Tree Gully,Adelaide,Shopping Mall,Indian Restaurant,Pub,Arts & Crafts Store,,,,,,
1940,1940,Morphett Vale,5162,City of Onkaparinga,Adelaide,Business Service,,,,,,,,,
1941,1941,Morphettville,5043,City of Marion,Adelaide,Pub,Liquor Store,Grocery Store,Food,,,,,,
1942,1942,Mount Osmond,5064,City of Burnside,Adelaide,Golf Course,Scenic Lookout,,,,,,,,
1943,1943,Munno Para,5115,City of Playford,Adelaide,Train Station,Electronics Store,Outdoors & Recreation,,,,,,,
1944,1944,Munno Para West,5115,City of Playford,Adelaide,Gift Shop,Advertising Agency,,,,,,,,
1945,1945,Myrtle Bank,5064,City of Unley,Adelaide,Café,Park,Asian Restaurant,,,,,,,
1946,1946,Nailsworth,5083,City of Prospect,Adelaide,Garden,Electronics Store,Field,Park,Paper / Office Supplies Store,,,,,
1947,1947,Netherby,5062,City of Mitcham,Adelaide,Soccer Field,,,,,,,,,
1948,1948,Netley,5037,City of West Torrens,Adelaide,Opera House,Bath House,Pizza Place,Food & Drink Shop,,,,,,
1949,1949,Newton,5074,"City of Campbelltown, South Australia",Adelaide,Bakery,Supermarket,Auto Workshop,,,,,,,
1950,1950,Noarlunga Centre,5168,City of Onkaparinga,Adelaide,Fast Food Restaurant,Clothing Store,Café,Furniture / Home Store,Movie Theater,Gym,Supermarket,Electronics Store,Liquor Store,Sandwich Place
1951,1951,Noarlunga Downs,5168,City of Onkaparinga,Adelaide,,,,,,,,,,
1952,1952,North Adelaide,5006,City of Adelaide,Adelaide,Pub,Burger Joint,Café,Italian Restaurant,Asian Restaurant,Thai Restaurant,Bar,Tea Room,Flower Shop,Park
1953,1953,North Brighton,5048,City of Holdfast Bay,Adelaide,Supermarket,Convenience Store,Field,Flea Market,,,,,,
1954,1954,North Haven,5018,City of Port Adelaide Enfield,Adelaide,Italian Restaurant,Harbor / Marina,Seafood Restaurant,,,,,,,
1955,1955,North Plympton,5037,City of West Torrens,Adelaide,Bakery,Electronics Store,Korean Restaurant,,,,,,,
1956,1956,Northfield,5085,City of Port Adelaide Enfield,Adelaide,Park,Pharmacy,,,,,,,,
1957,1957,Northgate,5085,City of Port Adelaide Enfield,Adelaide,,,,,,,,,,
1958,1958,Norwood,5067,City of Norwood Payneham & St Peters,Adelaide,Café,Supermarket,Indian Restaurant,Noodle House,Shopping Mall,Bakery,Liquor Store,Asian Restaurant,Burger Joint,Italian Restaurant
1959,1959,Novar Gardens,5040,City of West Torrens,Adelaide,Café,Golf Course,,,,,,,,
1960,1960,O'Halloran Hill,5158,"City of Marion, City of Onkaparinga",Adelaide,Pet Store,Pharmacy,Fast Food Restaurant,Café,Sandwich Place,,,,,
1961,1961,O'Sullivan Beach,5166,City of Onkaparinga,Adelaide,Restaurant,Sports Club,,,,,,,,
1962,1962,Oakden,5086,City of Port Adelaide Enfield,Adelaide,Nature Preserve,Bridal Shop,Café,Playground,,,,,,
1963,1963,Oaklands Park,5046,City of Marion,Adelaide,Café,Department Store,Fast Food Restaurant,Supermarket,Sushi Restaurant,Food Court,Shoe Store,Mexican Restaurant,Malay Restaurant,Big Box Store
1964,1964,Old Noarlunga,5168,City of Onkaparinga,Adelaide,Bar,Trail,Bookstore,Park,,,,,,
1965,1965,Old Reynella,5161,City of Onkaparinga,Adelaide,Shopping Mall,Bus Station,Gas Station,Chinese Restaurant,Fried Chicken Joint,Supermarket,,,,
1966,1966,One Tree Hill,5114,City of Playford,Adelaide,Park,Pub,Concert Hall,Grocery Store,,,,,,
1967,1967,Onkaparinga Hills,5163,City of Onkaparinga,Adelaide,,,,,,,,,,
1968,1968,Osborne,5017,City of Port Adelaide Enfield,Adelaide,Playground,Café,Beach,,,,,,,
1969,1969,Ottoway,5013,City of Port Adelaide Enfield,Adelaide,Business Service,,,,,,,,,
1970,1970,Outer Harbor,5018,City of Port Adelaide Enfield,Adelaide,Playground,Harbor / Marina,,,,,,,,
1971,1971,Ovingham,5082,"City of Charles Sturt, City of Prospect",Adelaide,Train Station,Playground,Indian Restaurant,Pool,,,,,,
1972,1972,Panorama,5041,City of Mitcham,Adelaide,Warehouse Store,Flower Shop,Café,Pool,Hotel,,,,,
1973,1973,Para Hills,5096,"City of Tea Tree Gully, City of Salisbury",Adelaide,Grocery Store,Indian Restaurant,Discount Store,,,,,,,
1974,1974,Paradise,5075,"City of Campbelltown, South Australia",Adelaide,Gourmet Shop,Pub,Pizza Place,,,,,,,
1975,1975,Parafield Gardens,5107,City of Salisbury,Adelaide,Shopping Mall,Supermarket,Liquor Store,Asian Restaurant,Grocery Store,Health & Beauty Service,,,,
1976,1976,Paralowie,5108,City of Salisbury,Adelaide,,,,,,,,,,
1977,1977,Park Holme,5043,City of Marion,Adelaide,Bakery,Supermarket,Dessert Shop,Pharmacy,Liquor Store,Burger Joint,Video Store,Asian Restaurant,Shopping Mall,Train Station
1978,1978,Parkside,5063,City of Unley,Adelaide,Bus Station,Electronics Store,Indian Restaurant,Fast Food Restaurant,Pub,Fish Market,,,,
1979,1979,Pasadena,5042,City of Mitcham,Adelaide,Shopping Mall,Chinese Restaurant,Café,Liquor Store,Clothing Store,Gift Shop,Fish & Chips Shop,Pizza Place,Bakery,Supermarket
1980,1980,Payneham,5070,City of Norwood Payneham St Peters,Adelaide,Noodle House,Fast Food Restaurant,Pharmacy,Gym / Fitness Center,Gym,Pub,Liquor Store,Seafood Restaurant,Korean Restaurant,
1981,1981,Payneham South,5070,City of Norwood Payneham St Peters,Adelaide,Harbor / Marina,Café,,,,,,,,
1982,1982,Penfield,5121,City of Playford,Adelaide,,,,,,,,,,
1983,1983,Pennington,5013,City of Charles Sturt,Adelaide,Fast Food Restaurant,Pub,Liquor Store,Vietnamese Restaurant,Bus Station,,,,,
1984,1984,Peterhead,5016,City of Port Adelaide Enfield,Adelaide,Bakery,Gas Station,Pizza Place,,,,,,,
1985,1985,Plympton,5038,City of West Torrens,Adelaide,Liquor Store,Shopping Mall,Supermarket,Pub,Pizza Place,Pharmacy,Seafood Restaurant,,,
1986,1986,Plympton Park,5038,City of Marion,Adelaide,Bakery,Farmers Market,Convenience Store,Gym,,,,,,
1987,1987,Port Noarlunga,5167,City of Onkaparinga,Adelaide,Café,Bakery,Mexican Restaurant,,,,,,,
1988,1988,Port Noarlunga South,5167,City of Onkaparinga,Adelaide,Motel,Beach,,,,,,,,
1989,1989,Port Willunga,5173,City of Onkaparinga,Adelaide,,,,,,,,,,
1990,1990,Prospect,5082,City of Prospect,Adelaide,Café,Dessert Shop,Grocery Store,Fish & Chips Shop,Pizza Place,Vietnamese Restaurant,Speakeasy,,,
1991,1991,Queenstown,5014,City of Port Adelaide Enfield,Adelaide,Bakery,Gas Station,Gym,Sports Bar,,,,,,
1992,1992,Renown Park,5008,City of Charles Sturt,Adelaide,Deli / Bodega,Fast Food Restaurant,Pub,Thai Restaurant,,,,,,
1993,1993,Reynella,5161,City of Onkaparinga,Adelaide,Cupcake Shop,Fast Food Restaurant,,,,,,,,
1994,1994,Richmond,5033,City of West Torrens,Adelaide,Café,Fish Market,Australian Restaurant,Sandwich Place,Thai Restaurant,Pub,Pet Store,Snack Place,,
1995,1995,Ridgehaven,5097,City of Tea Tree Gully,Adelaide,Multiplex,,,,,,,,,
1996,1996,Ridleyton,5008,City of Charles Sturt,Adelaide,Bakery,Supermarket,Electronics Store,Fast Food Restaurant,Liquor Store,,,,,
1997,1997,Rose Park,5067,City of Burnside,Adelaide,Bus Station,Furniture / Home Store,Breakfast Spot,Gym / Fitness Center,Café,,,,,
1998,1998,Rosewater,5013,"City of Charles Sturt, City of Port Adelaide Enfield",Adelaide,Train Station,Pub,Grocery Store,Vietnamese Restaurant,,,,,,
1999,1999,Rosslyn Park,5072,City of Burnside,Adelaide,Bakery,Winery,Australian Restaurant,Park,Grocery Store,,,,,
2000,2000,Rostrevor,5073,"Adelaide Hills Council, City of Campbelltown (South Australia)",Adelaide,Café,Playground,,,,,,,,
2001,2001,Royal Park,5014,City of Charles Sturt,Adelaide,Fruit & Vegetable Store,Bar,Soccer Field,Liquor Store,,,,,,
2002,2002,Royston Park,5070,City of Norwood Payneham St Peters,Adelaide,Asian Restaurant,Gym,Pub,Pizza Place,,,,,,
2003,2003,Salisbury,5108,City of Salisbury,Adelaide,Fast Food Restaurant,Gas Station,Café,Asian Restaurant,Sandwich Place,Multiplex,Video Game Store,Vietnamese Restaurant,Pizza Place,Mobile Phone Shop
2004,2004,Salisbury East,5109,"City of Tea Tree Gully, City of Salisbury",Adelaide,Soccer Field,,,,,,,,,
2005,2005,Salisbury Heights,5109,City of Salisbury,Adelaide,Bus Station,,,,,,,,,
2006,2006,Salisbury North,5108,City of Salisbury,Adelaide,Fast Food Restaurant,Playground,,,,,,,,
2007,2007,Salisbury Plain,5109,City of Salisbury,Adelaide,Australian Restaurant,Building,,,,,,,,
2008,2008,Seacliff,5049,City of Holdfast Bay,Adelaide,Harbor / Marina,Park,Pub,Beach,,,,,,
2009,2009,Seacliff Park,5049,"City of Holdfast Bay, City of Marion",Adelaide,Grocery Store,Accessories Store,Gas Station,Liquor Store,Bakery,,,,,
2010,2010,Seacombe Gardens,5047,City of Marion,Adelaide,Park,Electronics Store,Gym,Pizza Place,Thrift / Vintage Store,,,,,
2011,2011,Seacombe Heights,5047,City of Marion,Adelaide,,,,,,,,,,
2012,2012,Seaford,5169,City of Onkaparinga,Adelaide,Café,Grocery Store,Bar,Shopping Mall,Gas Station,Gastropub,Fast Food Restaurant,Gym,Bakery,
2013,2013,Seaford Heights,5169,City of Onkaparinga,Adelaide,,,,,,,,,,
2014,2014,Seaford Meadows,5169,City of Onkaparinga,Adelaide,Italian Restaurant,Supermarket,,,,,,,,
2015,2015,Seaford Rise,5169,City of Onkaparinga,Adelaide,Café,,,,,,,,,
2016,2016,Seaton,5023,City of Charles Sturt,Adelaide,Bar,Gas Station,Pool,Golf Course,,,,,,
2017,2017,Seaview Downs,5049,City of Marion,Adelaide,Accessories Store,Gas Station,,,,,,,,
2018,2018,Sellicks Beach,5174,City of Onkaparinga,Adelaide,Beach,Café,,,,,,,,
2019,2019,Sellicks Hill,5174,"District Council of Yankalilla, City of Onkaparinga",Adelaide,,,,,,,,,,
2020,2020,Semaphore,5019,City of Port Adelaide Enfield,Adelaide,Café,Ice Cream Shop,Fish & Chips Shop,Movie Theater,Mexican Restaurant,Grocery Store,Pet Store,Liquor Store,Thai Restaurant,Sandwich Place
2021,2021,Semaphore Park,5019,City of Charles Sturt,Adelaide,Bus Station,Vietnamese Restaurant,,,,,,,,
2022,2022,Sheidow Park,5158,City of Marion,Adelaide,,,,,,,,,,
2023,2023,Skye,5072,City of Burnside,Adelaide,Harbor / Marina,Trail,,,,,,,,
2024,2024,Smithfield,5114,City of Playford,Adelaide,Fast Food Restaurant,Bakery,Doctor's Office,Café,Grocery Store,Shopping Mall,Chinese Restaurant,Train Station,Seafood Restaurant,Sandwich Place
2025,2025,Somerton Park,5044,City of Holdfast Bay,Adelaide,Shopping Mall,Vape Store,Bakery,Shop & Service,Tanning Salon,Wine Shop,,,,
2026,2026,South Brighton,5048,City of Holdfast Bay,Adelaide,Pet Store,Restaurant,Fast Food Restaurant,Pizza Place,Bakery,,,,,
2027,2027,South Plympton,5038,City of Marion,Adelaide,Bakery,Sandwich Place,Farmers Market,Convenience Store,Gym,,,,,
2028,2028,Springfield,5062,City of Mitcham,Adelaide,Historic Site,Baseball Field,,,,,,,,
2029,2029,St Clair,5011,City of Charles Sturt,Adelaide,Shopping Mall,Mediterranean Restaurant,Train Station,Grocery Store,Café,Sushi Restaurant,Football Stadium,,,
2030,2030,St Georges,5064,City of Burnside,Adelaide,Health & Beauty Service,Café,,,,,,,,
2031,2031,St Kilda,5110,City of Salisbury,Adelaide,Playground,Trail,Pub,,,,,,,
2032,2032,St Marys,5042,City of Mitcham,Adelaide,Pub,,,,,,,,,
2033,2033,St Morris,5068,City of Norwood Payneham St Peters,Adelaide,Café,Burger Joint,Bakery,Supermarket,Chinese Restaurant,Video Store,Gourmet Shop,,,
2034,2034,St Peters,5069,City of Norwood Payneham St Peters,Adelaide,Playground,Australian Restaurant,Café,Dog Run,Bakery,,,,,
2035,2035,Stepney,5069,City of Norwood Payneham & St Peters,Adelaide,Bar,Sushi Restaurant,Liquor Store,Café,Supermarket,Gastropub,Brewery,Gym,Soccer Stadium,Sandwich Place
2036,2036,Stirling,5152,Adelaide Hills Council,Adelaide,Café,Grocery Store,Chocolate Shop,Sandwich Place,Australian Restaurant,Playground,Fast Food Restaurant,Thai Restaurant,Wine Shop,Supermarket
2037,2037,Stonyfell,5066,City of Burnside,Adelaide,Winery,Wine Shop,,,,,,,,
2038,2038,Sturt,5047,City of Marion,Adelaide,Soccer Field,Park,Fast Food Restaurant,Diner,Pizza Place,,,,,
2039,2039,Surrey Downs,5126,City of Tea Tree Gully,Adelaide,Spa,,,,,,,,,
2040,2040,Tennyson,5022,City of Charles Sturt,Adelaide,Park,Beach,,,,,,,,
2041,2041,The Range,5172,City of Onkaparinga,Adelaide,,,,,,,,,,
2042,2042,Thebarton,5031,City of West Torrens,Adelaide,Park,Pub,Café,,,,,,,
2043,2043,Thorngate,5082,City of Prospect,Adelaide,Dog Run,Park,Gas Station,,,,,,,
2044,2044,Toorak Gardens,5065,City of Burnside,Adelaide,Bus Station,Park,,,,,,,,
2045,2045,Torrens Park,5062,City of Mitcham,Adelaide,Bathing Area,,,,,,,,,
2046,2046,Torrensville,5031,City of West Torrens,Adelaide,Warehouse Store,Restaurant,Café,Department Store,Shopping Mall,Supermarket,,,,
2047,2047,Tranmere,5073,City of Campbelltown (South Australia),Adelaide,Bus Station,Fast Food Restaurant,Japanese Restaurant,Gym,Grocery Store,Chinese Restaurant,Pharmacy,Sandwich Place,Asian Restaurant,Video Game Store
2048,2048,Trinity Gardens,5068,City of Norwood Payneham St Peters,Adelaide,Fabric Shop,Fast Food Restaurant,Paper / Office Supplies Store,Café,,,,,,
2049,2049,Trott Park,5158,City of Marion,Adelaide,Women's Store,Playground,,,,,,,,
2050,2050,Tusmore,5065,City of Burnside,Adelaide,Gas Station,Fast Food Restaurant,Café,Pizza Place,Playground,,,,,
2051,2051,Underdale,5032,City of West Torrens,Adelaide,Recreation Center,Department Store,Park,Diner,,,,,,
2052,2052,Unley,5061,City of Unley,Adelaide,Café,Gym,Italian Restaurant,Burger Joint,Tapas Restaurant,Fish & Chips Shop,Ice Cream Shop,,,
2053,2053,Unley Park,5061,City of Unley,Adelaide,Movie Theater,,,,,,,,,
2054,2054,Upper Sturt,5156,"City of Mitcham, Adelaide Hills Council",Adelaide,,,,,,,,,,
2055,2055,Urrbrae,5064,City of Mitcham,Adelaide,Garden,Sculpture Garden,Café,,,,,,,
2056,2056,Vale Park,5081,Town of Walkerville,Adelaide,Campground,Park,,,,,,,,
2057,2057,Valley View,5093,"City of Salisbury, City of Port Adelaide Enfield, City of Tea Tree Gully",Adelaide,Supermarket,Pharmacy,Gym,Burger Joint,Home Service,Golf Course,,,,
2058,2058,Virginia,5120,City of Playford,Adelaide,,,,,,,,,,
2059,2059,Walkerville,5081,Town of Walkerville,Adelaide,Chinese Restaurant,Department Store,Gym,Café,Grocery Store,,,,,
2060,2060,Warradale,5046,City of Marion,Adelaide,Train Station,Pawn Shop,Supermarket,Pub,Video Store,Pizza Place,,,,
2061,2061,Waterfall Gully,5066,City of Burnside,Adelaide,Trail,,,,,,,,,
2062,2062,Waterloo Corner,5110,"City of Salisbury, City of Playford",Adelaide,Fish Market,,,,,,,,,
2063,2063,Wattle Park,5066,City of Burnside,Adelaide,Italian Restaurant,Bakery,Grocery Store,,,,,,,
2064,2064,Wayville,5034,City of Unley,Adelaide,Café,Tram Station,Supermarket,Pub,Stadium,,,,,
2065,2065,Welland,5007,City of Charles Sturt,Adelaide,Sandwich Place,Pet Store,Pharmacy,Pizza Place,Fish & Chips Shop,,,,,
2066,2066,West Beach,5024,"City of Charles Sturt, City of West Torrens",Adelaide,Baseball Field,Café,Restaurant,Soccer Field,Athletics & Sports,Bakery,,,,
2067,2067,West Croydon,5008,City of Charles Sturt,Adelaide,Train Station,Donut Shop,Food & Drink Shop,Playground,,,,,,
2068,2068,West Hindmarsh,5007,City of Charles Sturt,Adelaide,Sandwich Place,Pharmacy,Miscellaneous Shop,Liquor Store,Pizza Place,,,,,
2069,2069,West Lakes,5021,City of Charles Sturt,Adelaide,Lake,Golf Course,,,,,,,,
2070,2070,West Lakes Shore,5020,City of Charles Sturt,Adelaide,Park,Playground,Grocery Store,Chinese Restaurant,Bakery,,,,,
2071,2071,West Richmond,5033,City of West Torrens,Adelaide,Fast Food Restaurant,Liquor Store,,,,,,,,
2072,2072,Westbourne Park,5041,City of Mitcham,Adelaide,Bakery,Train Station,Department Store,Café,,,,,,
2073,2073,Whites Valley,5172,City of Onkaparinga,Adelaide,,,,,,,,,,
2074,2074,Willaston,5118,Town of Gawler,Adelaide,Campground,Gas Station,Pub,Other Great Outdoors,,,,,,
2075,2075,Willunga,5172,City of Onkaparinga,Adelaide,Café,Pub,Gourmet Shop,Farmers Market,Convenience Store,Bakery,,,,
2076,2076,Willunga South,5172,City of Onkaparinga,Adelaide,,,,,,,,,,
2077,2077,Woodcroft,5162,City of Onkaparinga,Adelaide,Gym / Fitness Center,Pizza Place,Liquor Store,,,,,,,
2078,2078,Woodville,5011,City of Charles Sturt,Adelaide,Fast Food Restaurant,Bowling Alley,Supermarket,Indian Restaurant,Pub,Vietnamese Restaurant,Seafood Restaurant,,,
2079,2079,Woodville Gardens,5012,City of Port Adelaide Enfield,Adelaide,Liquor Store,Fish & Chips Shop,Vietnamese Restaurant,Grocery Store,,,,,,
2080,2080,Woodville North,5012,City of Charles Sturt,Adelaide,Vietnamese Restaurant,,,,,,,,,
2081,2081,Woodville Park,5011,City of Charles Sturt,Adelaide,Train Station,Jewelry Store,Convenience Store,Fast Food Restaurant,Café,,,,,
2082,2082,Woodville West,5011,City of Charles Sturt,Adelaide,Train Station,,,,,,,,,
2083,2083,Wynn Vale,5127,City of Tea Tree Gully,Adelaide,Grocery Store,Shopping Mall,Fish & Chips Shop,,,,,,,
2084,2084,Brown Hill Creek,5062,City of Mitcham,Adelaide,Electronics Store,,,,,,,,,
2085,2085,Buckland Park,5120,City of Playford,Adelaide,,,,,,,,,,
2086,2086,Craigmore,5114,City of Playford,Adelaide,Shopping Mall,Supermarket,Gym,Thai Restaurant,,,,,,
2087,2087,Edwardstown,5039,City of Marion,Adelaide,Fast Food Restaurant,Café,Japanese Restaurant,Arts & Crafts Store,Furniture / Home Store,Big Box Store,Train Station,Shopping Mall,Electronics Store,Pharmacy
2088,2088,Elizabeth Downs,5113,City of Playford,Adelaide,Food & Drink Shop,,,,,,,,,
2089,2089,Elizabeth North,5113,City of Playford,Adelaide,Bar,Department Store,Fast Food Restaurant,American Restaurant,Arcade,,,,,
2090,2090,Elizabeth Park,5113,City of Playford,Adelaide,Pizza Place,Burger Joint,Fish & Chips Shop,Grocery Store,,,,,,
2091,2091,Evanston South,5116,Town of Gawler,Adelaide,,,,,,,,,,
2092,2092,Eyre,5121,City of Playford,Adelaide,,,,,,,,,,
2093,2093,Fairview Park,5126,City of Tea Tree Gully,Adelaide,Playground,Deli / Bodega,Golf Course,,,,,,,
2094,2094,Fitzroy,5082,City of Prospect,Adelaide,Sporting Goods Shop,Playground,Indian Restaurant,Gym,Park,Pool,,,,
2095,2095,Gawler East,5118,Town of Gawler,Adelaide,Convenience Store,Burger Joint,,,,,,,,
2096,2096,Gawler West,5118,Town of Gawler,Adelaide,,,,,,,,,,
2097,2097,Gould Creek,5114,"City of Tea Tree Gully, City of Playford",Adelaide,,,,,,,,,,
2098,2098,Greenwith,5125,City of Tea Tree Gully,Adelaide,Construction & Landscaping,,,,,,,,,
2099,2099,Gulfview Heights,5096,City of Salisbury,Adelaide,,,,,,,,,,
2100,2100,Hillbank,5112,City of Playford,Adelaide,,,,,,,,,,
2101,2101,Leawood Gardens,5150,"City of Mitcham, City of Burnside",Adelaide,,,,,,,,,,
2102,2102,Lightsview,5085,City of Port Adelaide Enfield,Adelaide,Café,Supermarket,Fast Food Restaurant,Liquor Store,Arts & Entertainment,Shopping Mall,,,,
2103,2103,Medindie Gardens,5081,City of Prospect,Adelaide,Ski Area,Sandwich Place,Gym / Fitness Center,Pet Store,Electronics Store,Pub,Paper / Office Supplies Store,Hotel,,
2104,2104,Munno Para Downs,5115,City of Playford,Adelaide,,,,,,,,,,
2105,2105,Para Hills West,5096,City of Salisbury,Adelaide,Gas Station,Electronics Store,,,,,,,,
2106,2106,Para Vista,5093,City of Salisbury,Adelaide,Bakery,Asian Restaurant,Bus Station,,,,,,,
2107,2107,Parafield,5106,City of Salisbury,Adelaide,Airport,Airport Terminal,,,,,,,,
2108,2108,Penfield Gardens,5121,City of Playford,Adelaide,,,,,,,,,,
2109,2109,Pooraka,5095,City of Salisbury,Adelaide,Supermarket,Wings Joint,Pharmacy,Spa,,,,,,
2110,2110,Redwood Park,5097,City of Tea Tree Gully,Adelaide,Bookstore,Park,,,,,,,,
2111,2111,Salisbury Downs,5108,City of Salisbury,Adelaide,Fast Food Restaurant,Gym,Discount Store,,,,,,,
2112,2112,Salisbury Park,5109,City of Salisbury,Adelaide,Deli / Bodega,Park,,,,,,,,
2113,2113,Salisbury South,5106,City of Salisbury,Adelaide,Rental Car Location,Café,Liquor Store,,,,,,,
2114,2114,Sampson Flat,5114,City of Playford,Adelaide,,,,,,,,,,
2115,2115,Sefton Park,5083,"City of Port Adelaide Enfield, City of Prospect",Adelaide,Shopping Mall,Sandwich Place,Grocery Store,Doctor's Office,,,,,,
2116,2116,Semaphore South,5019,City of Port Adelaide Enfield,Adelaide,Beach,Playground,Australian Restaurant,,,,,,,
